Riding No.,Riding Name,Political Affiliation,Last Name,First Name,Middle Name
46010,Winnipeg Centre,Progressive Conservative,Allard,Michel
46010,Winnipeg Centre,Communist,Dyck,Harold
46010,Winnipeg Centre,Liberal,Lamoureux,Kevin
46010,Winnipeg Centre,Green Party,Magnusson,Mikel
46010,Winnipeg Centre,N.D.P.,Martin,Pat
46010,Winnipeg Centre,Canadian Alliance,Smith,Reg
46011,Winnipeg South,Liberal,Alcock,Reg,
46011,Winnipeg South,Canadian Alliance,Hancock,Bill,
46011,Winnipeg South,Progressive Conservative,Lambert,Geoffrey,
46011,Winnipeg South,N.D.P.,Nicol,Duane,
46011,Winnipeg South,Independent,Zuzens,Didz,
46012,Winnipeg South Centre,Communist,Allison,David,
46012,Winnipeg South Centre,N.D.P.,Allum,James,
46012,Winnipeg South Centre,Marijuana Party,Buors,Chris,
46012,Winnipeg South Centre,Canadian Alliance,Granger,Betty,
46012,Winnipeg South Centre,Liberal,Neville,Anita,
46012,Winnipeg South Centre,Progressive Conservative,Newman,David,
46012,Winnipeg South Centre,Canadian Action Party,Thompson,Magnus,
46013,Winnipeg North--St. Paul,Canadian Action Party,Cooke,Cynthia,
46013,Winnipeg North--St. Paul,Liberal,Pagtakhan,Rey,D.
46013,Winnipeg North--St. Paul,Green Party,Rhéaume,Georgina,
46013,Winnipeg North--St. Paul,Communist,Sidon,Paul,
46013,Winnipeg North--St. Paul,Canadian Alliance,Sprague,Trevor,
46013,Winnipeg North--St. Paul,No Affiliation,Truijen,Eric,
46013,Winnipeg North--St. Paul,Progressive Conservative,Vust,Dave,
46013,Winnipeg North--St. Paul,N.D.P.,Yereniuk,Roman,
46014,Winnipeg--Transcona,N.D.P.,Blaikie,Bill,
46014,Winnipeg--Transcona,Progressive Conservative,Brewer,Chris,
46014,Winnipeg--Transcona,Liberal,Dobbin,Bret,
46014,Winnipeg--Transcona,Independent,Ducharme,Theresa,
46014,Winnipeg--Transcona,Communist,Hogaboam,James,
46014,Winnipeg--Transcona,Green Party,Nickarz,C.,David
46014,Winnipeg--Transcona,Canadian Alliance,Rattai,Shawn,
46014,Winnipeg--Transcona,No Affiliation,Scott,Robert,
47001,Battlefords--Lloydminster,Liberal,Frey,Peter,
47001,Battlefords--Lloydminster,Canadian Alliance,Ritz,Gerry,
47001,Battlefords--Lloydminster,N.D.P.,Wyatt,Elgin,Wayne
47001,Battlefords--Lloydminster,Progressive Conservative,Zamonsky,Harry,
47002,Blackstrap,N.D.P.,Johns,Noreen,
47002,Blackstrap,Green Party,Sinclair,Neil,
47002,Blackstrap,Progressive Conservative,Stephenson,Tim,
47002,Blackstrap,Canadian Alliance,Yelich,Lynne,
47002,Blackstrap,Liberal,Zimmer,J.,Wayne
47003,Churchill River,Canadian Action Party,Cross,Brendan,
47003,Churchill River,N.D.P.,Funk,Ray,
47003,Churchill River,Liberal,Laliberte,Rick,
47003,Churchill River,Canadian Alliance,Peterson,Kerry,
47003,Churchill River,Progressive Conservative,Rogers,David,J.
47004,Cypress Hills--Grasslands,Canadian Alliance,Anderson,David,
47004,Cypress Hills--Grasslands,Liberal,Belt,Marlin,Bryce
47004,Cypress Hills--Grasslands,Progressive Conservative,Caton,William,
47004,Cypress Hills--Grasslands,N.D.P.,Murch,Keith,
47005,Palliser,Canadian Alliance,Findlay,Don,
47005,Palliser,Liberal,Johnson,Garry,
47005,Palliser,N.D.P.,Proctor,Dick,
47005,Palliser,Progressive Conservative,Shirkey,Brent,
47006,Prince Albert,Canadian Alliance,Fitzpatrick,Brian,
47006,Prince Albert,Liberal,Longworth,Tim,
47006,Prince Albert,N.D.P.,Nowoselsky,Dennis,J.
47006,Prince Albert,Progressive Conservative,Orchard,David,
47006,Prince Albert,Green Party,Webster,Benjamin,
47007,Regina--Qu'Appelle,Liberal,Isnana,Melvin,
47007,Regina--Qu'Appelle,Canadian Alliance,Leier,Don,
47007,Regina--Qu'Appelle,N.D.P.,Nystrom,Lorne,
47008,Regina--Lumsden--Lake Centre,Liberal,Juttla,Hem,
47008,Regina--Lumsden--Lake Centre,N.D.P.,Solomon,John,
47008,Regina--Lumsden--Lake Centre,Canadian Alliance,Spencer,Larry,
47009,Saskatoon--Humboldt,Liberal,Bodnar,Morris,
47009,Saskatoon--Humboldt,Green Party,Hanson,Jason,
47009,Saskatoon--Humboldt,Progressive Conservative,Isinger,Lori,K.
47009,Saskatoon--Humboldt,Canadian Action Party,Luciuk,Michelle,
47009,Saskatoon--Humboldt,Canadian Alliance,Pankiw,Jim,
47009,Saskatoon--Humboldt,N.D.P.,Roy,Armand,
47010,Saskatoon--Rosetown--Biggar,Progressive Conservative,Buxton,Dale,W.
47010,Saskatoon--Rosetown--Biggar,Liberal,Farness,Alice,
47010,Saskatoon--Rosetown--Biggar,N.D.P.,Gruending,Dennis,
47010,Saskatoon--Rosetown--Biggar,Canadian Alliance,Skelton,Carol,
47011,Souris--Moose Mountain,Canadian Alliance,Bailey,Roy,H.
47011,Souris--Moose Mountain,N.D.P.,Cameron,Tom,
47011,Souris--Moose Mountain,Liberal,Fuchs,Myles,
47011,Souris--Moose Mountain,Progressive Conservative,Gabruch,Larry,
47012,Saskatoon--Wanuskewin,Progressive Conservative,Eggum,Kirk,
47012,Saskatoon--Wanuskewin,Green Party,Greenfield,David,
47012,Saskatoon--Wanuskewin,Liberal,Patrick,Bill,
47012,Saskatoon--Wanuskewin,Canadian Alliance,Vellacott,Maurice,
47012,Saskatoon--Wanuskewin,N.D.P.,Walker,Hugh,
47013,Wascana,Canadian Action Party,Gilmer,Wayne,
47013,Wascana,Liberal,Goodale,Ralph,
47013,Wascana,N.D.P.,Ormiston,Garth,
47013,Wascana,Canadian Alliance,Rybchuk,James,
47014,Yorkton--Melville,Canadian Alliance,Breitkreuz,Garry,
47014,Yorkton--Melville,N.D.P.,Champagne,Peter,
47014,Yorkton--Melville,Progressive Conservative,Haas,Brent,
47014,Yorkton--Melville,Liberal,Pilon,Ken,
48001,Athabasca,Liberal,Cardinal,Harold,
48001,Athabasca,Canadian Alliance,Chatters,Dave,
48001,Athabasca,N.D.P.,Erickson,Alysia,
48001,Athabasca,Progressive Conservative,Faulkner,Doug,
48001,Athabasca,Marijuana Party,Normore,Reginald,
48001,Athabasca,Green Party,Scott,Harvey,Alex
48002,Calgary Centre,Green Party,Alvarez-Toye,Michael,
48002,Calgary Centre,Marxist-Leninist,Askin,Margaret,Peggy
48002,Calgary Centre,Progressive Conservative,Clark,Joe,
48002,Calgary Centre,N.D.P.,LePan,Don,
48002,Calgary Centre,Liberal,Levy,Joanne,
48002,Calgary Centre,Canadian Alliance,Lowther,Eric,
48002,Calgary Centre,Independent,Smith,Beverley,
48003,Calgary East,Communist,Devine,Jason,
48003,Calgary East,N.D.P.,Jones,Kaie,
48003,Calgary East,Marijuana Party,Krieger,Grant,Adam
48003,Calgary East,Canadian Alliance,Obhrai,Deepak,
48003,Calgary East,Liberal,Perras,Doug,
48003,Calgary East,Progressive Conservative,Richard,Roger,
48003,Calgary East,Natural Law Party,Varma,Neeraj,
48004,Calgary Northeast,Canadian Alliance,Hanger,Art,
48004,Calgary Northeast,Liberal,Keshavjee,Sam,
48004,Calgary Northeast,N.D.P.,Sahil,H.,Ken
48004,Calgary Northeast,Progressive Conservative,Vague,Jerry,
48005,Calgary--Nose Hill,Canadian Alliance,Ablonczy,Diane,
48005,Calgary--Nose Hill,N.D.P.,Adams,Jon,
48005,Calgary--Nose Hill,Progressive Conservative,McArdle,James,F.
48005,Calgary--Nose Hill,Green Party,Pickles,Andrew,
48005,Calgary--Nose Hill,Canadian Action Party,Roberts,Maureen,Ann
48005,Calgary--Nose Hill,Liberal,Thiessen,Brian,
48006,Calgary Southeast,N.D.P.,Cattabeni,Giorgio,
48006,Calgary Southeast,Progressive Conservative,Clark,Ray,
48006,Calgary Southeast,Canadian Alliance,Kenney,Jason,
48006,Calgary Southeast,Green Party,Kohut,James,Stephen
48006,Calgary Southeast,Liberal,Peace,Dana,
48007,Calgary Southwest,Canadian Alliance,Manning,Preston,
48007,Calgary Southwest,Progressive Conservative,Monaghan,Paul,
48007,Calgary Southwest,Liberal,Rust,Barry,J.
48007,Calgary Southwest,N.D.P.,Stewart,Jennifer,
48008,Calgary West,Canadian Alliance,Anders,Rob,
48008,Calgary West,Liberal,Bruseker,Frank
48008,Calgary West,N.D.P.,Klassen,Greg
48008,Calgary West,Green Party,Osenton,Evan
48008,Calgary West,Progressive Conservative,Silye,Jim
48009,Crowfoot,No Affiliation,Morrow,Valerie
48009,Crowfoot,Progressive Conservative,Olson,Verlyn
48009,Crowfoot,No Affiliation,Ramsay,Jack
48009,Crowfoot,N.D.P.,Russell,Jay
48009,Crowfoot,Canadian Alliance,Sorenson,Kevin
48009,Crowfoot,Liberal,Werezak,Orest
48010,Edmonton Centre-East ,Canadian Alliance,Goldring,Peter
48010,Edmonton Centre-East ,Progressive Conservative,Mahfouz,Kevin
48010,Edmonton Centre-East ,N.D.P.,Martin,Ray
48010,Edmonton Centre-East ,Liberal,Olsen,Sue
48010,Edmonton Centre-East ,Communist,Rankin,Naomi
48011,Edmonton North,Canadian Alliance,Grey,Deborah
48011,Edmonton North,Liberal,Jacuta,Jim
48011,Edmonton North,N.D.P.,Lang,Laurie
48011,Edmonton North,Progressive Conservative,Sanduga,Dean
48012,Edmonton Southeast,Communist,James,Matthew
48012,Edmonton Southeast,N.D.P.,Kandola,Joginder
48012,Edmonton Southeast,Liberal,Kilgour,David
48012,Edmonton Southeast,Progressive Conservative,Ryan,Allan
48012,Edmonton Southeast,Canadian Action Party,Sekuloff,Michael
48012,Edmonton Southeast,Natural Law Party,Shelford,Richard
48012,Edmonton Southeast,Canadian Alliance,Uppal,Tim
48013,Edmonton Southwest,Progressive Conservative,Fernando,Joseph
48013,Edmonton Southwest,N.D.P.,Keeler,Bernie
48013,Edmonton Southwest,Liberal,Lau,Chiu
48013,Edmonton Southwest,Natural Law Party,McKinley,Wade
48013,Edmonton Southwest,Green Party,Paschen,Jerry
48013,Edmonton Southwest,Canadian Alliance,Rajotte,James
48014,Edmonton--Strathcona,Liberal,Dai,Jonathan,
48014,Edmonton--Strathcona,Marxist-Leninist,Hunter,Kevan,
48014,Edmonton--Strathcona,Canadian Alliance,Jaffer,Rahim,
48014,Edmonton--Strathcona,Marijuana Party,Kirk,Ken,
48014,Edmonton--Strathcona,N.D.P.,Narayana,Hélène,
48014,Edmonton--Strathcona,Canadian Action Party,Semenchuk,Kesa,Rose
48014,Edmonton--Strathcona,Progressive Conservative,Toogood,Gregory,
48015,Edmonton West,Progressive Conservative,Koopmans,Rory,J.
48015,Edmonton West,Liberal,McLellan,Anne,
48015,Edmonton West,Marxist-Leninist,Morton,Peggy,
48015,Edmonton West,Canadian Action Party,Parker,Dan,
48015,Edmonton West,Canadian Alliance,Unger,Betty,
48015,Edmonton West,N.D.P.,Vanderberg,Richard,D.
48016,Elk Island,Liberal,Bokowski,Paul,
48016,Elk Island,Canadian Alliance,Epp,Ken,
48016,Elk Island,N.D.P.,Harwood,Chris,
48016,Elk Island,Progressive Conservative,Scarlett,Rod,
48017,Lakeland,Canadian Alliance,Benoit,Leon,
48017,Lakeland,Liberal,Kowalski,Wayne,
48017,Lakeland,Progressive Conservative,Pelletier,Paul,
48017,Lakeland,N.D.P.,Stone,Raymond,
48018,Lethbridge,Progressive Conservative,Budd,Kimberly,Denise
48018,Lethbridge,Canadian Alliance,Casson,Rick,
48018,Lethbridge,Green Party,Ferguson,Don,C.
48018,Lethbridge,N.D.P.,Hardy,Garth,
48018,Lethbridge,Liberal,Hartigan,Vaughan,
48018,Lethbridge,Canadian Action Party,Lamden,Dan,
48019,Macleod,Progressive Conservative,Abbott,Cyril,R.
48019,Macleod,N.D.P.,Good Striker,Dwayne,
48019,Macleod,Canadian Alliance,Hill,Grant,
48019,Macleod,Liberal,LaMontagne,Marlene,
48020,Medicine Hat,Liberal,Butts,Trevor,
48020,Medicine Hat,N.D.P.,Lacasse,Luke,
48020,Medicine Hat,Progressive Conservative,Musgrove,Gordon,
48020,Medicine Hat,Canadian Alliance,Solberg,Monte,
48021,Peace River,Liberal,Fenton,Kim,Ksenia
48021,Peace River,Progressive Conservative,Hommy,Milton,
48021,Peace River,N.D.P.,Lawrence,Patricia,
48021,Peace River,Canadian Alliance,Penson,Charlie,
48022,Red Deer,Liberal,Kubanek,Walter,
48022,Red Deer,Canadian Alliance,Mills,Bob,
48022,Red Deer,N.D.P.,Roth,Linda,
48022,Red Deer,Progressive Conservative,Wagstaff,Doug,
48023,St. Albert,Progressive Conservative,Jones,Andy,
48023,St. Albert,Liberal,Russell,Bob,
48023,St. Albert,Canadian Alliance,Williams,John,
48023,St. Albert,N.D.P.,Williams,John,
48024,Wetaskiwin,Liberal,Jackie,John,
48024,Wetaskiwin,Canadian Alliance,Johnston,Dale,
48024,Wetaskiwin,N.D.P.,Reid,Cliff,
48024,Wetaskiwin,Progressive Conservative,Sockett,Kenneth,R.
48025,Wild Rose,Independent,Hammer,Garnet,T.
48025,Wild Rose,Liberal,Mahoney,Bryan,E.
48025,Wild Rose,Progressive Conservative,McBride,Truper,
48025,Wild Rose,Canadian Alliance,Thompson,Myron,
48025,Wild Rose,N.D.P.,Wilson,Anne,
48026,Yellowhead,Progressive Conservative,Galbraith,Dale,F.
48026,Yellowhead,Liberal,Higgerty,John,
48026,Yellowhead,N.D.P.,Lapierre,J.,Noel
48026,Yellowhead,Canadian Alliance,Merrifield,Rob,
48026,Yellowhead,No Affiliation,Strydhorst,Jacob,
59001,Burnaby--Douglas,Progressive Conservative,King,Kenneth,Edgar
59001,Burnaby--Douglas,Canadian Alliance,McDonnell,Alan,
59001,Burnaby--Douglas,Communist,Perkins,Roger,
59001,Burnaby--Douglas,N.D.P.,Robinson,Svend,
59001,Burnaby--Douglas,Liberal,Zumpano,Francesca,
59002,Cariboo--Chilcotin,Marxist-Leninist,Charlebois,Al,
59002,Cariboo--Chilcotin,Progressive Conservative,Culbert,Pamela,J.
59002,Cariboo--Chilcotin,Canadian Alliance,Mayfield,Philip,
59002,Cariboo--Chilcotin,Liberal,McCarvill,John,
59002,Cariboo--Chilcotin,N.D.P.,Skelly,Raymond,John
59002,Cariboo--Chilcotin,Independent,Turkel,William,
59003,Delta--South Richmond,Canadian Alliance,Cummins,John,M.
59003,Delta--South Richmond,Liberal,Doswell,Jim,
59003,Delta--South Richmond,N.D.P.,Fulton,Ernie,
59003,Delta--South Richmond,Progressive Conservative,MacDonald,Curtis,
59003,Delta--South Richmond,No Affiliation,Wagner,Frank,
59003,Delta--South Richmond,Canadian Action Party,Warnke,Allan,
59004,Dewdney--Alouette,N.D.P.,Crockett,Malcolm,James
59004,Dewdney--Alouette,Progressive Conservative,Kehler,Gord,
59004,Dewdney--Alouette,Canadian Alliance,McNally,Grant,
59004,Dewdney--Alouette,Liberal,Sidhu,Jatinder,
59005,Esquimalt--Juan de Fuca,Green Party,Brennan,Casey,
59005,Esquimalt--Juan de Fuca,N.D.P.,Harris,Carol,E.
59005,Esquimalt--Juan de Fuca,Canadian Alliance,Martin,Keith,
59005,Esquimalt--Juan de Fuca,Natural Law Party,Tessier,Paul,E.
59005,Esquimalt--Juan de Fuca,Liberal,Thompson,Alan,
59005,Esquimalt--Juan de Fuca,Progressive Conservative,Vukovic,John,
59006,Fraser Valley,Canadian Action Party,Anderson,Debbie,
59006,Fraser Valley,Green Party,Battaglio,Carol,
59006,Fraser Valley,Communist,Bolster,Chris,
59006,Fraser Valley,N.D.P.,Lees,Rob,
59006,Fraser Valley,Progressive Conservative,Nenka,Rocky,
59006,Fraser Valley,Marijuana Party,Siefken,Norm,
59006,Fraser Valley,Liberal,Singleton,Hal,H.
59006,Fraser Valley,Canadian Alliance,Strahl,Chuck,
59006,Fraser Valley,No Affiliation,Van Woudenberg,Ed,
59007,"Kamloops, Thompson and Highland Valleys",Canadian Alliance,Hinton,Betty,
59007,"Kamloops, Thompson and Highland Valleys",Liberal,Moser,Jon,
59007,"Kamloops, Thompson and Highland Valleys",Progressive Conservative,Patch,Randy,
59007,"Kamloops, Thompson and Highland Valleys",N.D.P.,Riis,Nelson,
59007,"Kamloops, Thompson and Highland Valleys",Canadian Action Party,Schmidt,Ernie,
59008,Kelowna,Liberal,Leask,Joe,
59008,Kelowna,Progressive Conservative,Mallo,Doug,
59008,Kelowna,Canadian Action Party,Peach,Jack,W.
59008,Kelowna,N.D.P.,Powell,John,O.
59008,Kelowna,Canadian Alliance,Schmidt,Werner,
59009,Kootenay--Columbia,Canadian Alliance,Abbott,Jim,
59009,Kootenay--Columbia,Green Party,Cacaci,Jubilee,Rose
59009,Kootenay--Columbia,Liberal,Chatterson,Delvin,R.
59009,Kootenay--Columbia,N.D.P.,Dunlop,Andrea,
59009,Kootenay--Columbia,Progressive Conservative,Pirie,Jerry,
59010,Langley--Abbotsford,Progressive Conservative,Braaten,Bev,
59010,Langley--Abbotsford,Liberal,Ferguson,Steve,
59010,Langley--Abbotsford,N.D.P.,Latham,Paul,
59010,Langley--Abbotsford,No Affiliation,Ludwig,Harold,John
59010,Langley--Abbotsford,Canadian Alliance,White,Randy,
59011,Nanaimo--Alberni,Independent,Brunie,Brunie,
59011,Nanaimo--Alberni,Liberal,Chopra,Hira,
59011,Nanaimo--Alberni,N.D.P.,Holdom,Bill,
59011,Nanaimo--Alberni,Natural Law Party,Howe,Marty,
59011,Nanaimo--Alberni,Marijuana Party,Lavallee,Donald,
59011,Nanaimo--Alberni,Canadian Alliance,Lunney,James,D.
59011,Nanaimo--Alberni,Progressive Conservative,McCullough,Bill,
59012,Nanaimo--Cowichan,Green Party,Abbey,Norm,
59012,Nanaimo--Cowichan,Canadian Action Party,Catley,Doug,
59012,Nanaimo--Cowichan,Liberal,Cooper,Marshall,
59012,Nanaimo--Cowichan,Canadian Alliance,Elley,Reed,
59012,Nanaimo--Cowichan,Progressive Conservative,Hemsworth,Cynthia-Mary,
59012,Nanaimo--Cowichan,N.D.P.,Mirau,Garth,
59012,Nanaimo--Cowichan,Marijuana Party,Walker-Williams,Meaghan,
59013,New Westminster--Coquitlam--Burnaby,Canadian Alliance,Forseth,Paul,
59013,New Westminster--Coquitlam--Burnaby,Communist,Gidora,Hanne,
59013,New Westminster--Coquitlam--Burnaby,Green Party,Nantel,François,C.
59013,New Westminster--Coquitlam--Burnaby,Liberal,Rankin,Lee,
59013,New Westminster--Coquitlam--Burnaby,Progressive Conservative,Redmond,Mike,
59013,New Westminster--Coquitlam--Burnaby,Marxist-Leninist,Sproule,Brian,
59013,New Westminster--Coquitlam--Burnaby,N.D.P.,Williams,Lorrie,
59014,Okanagan--Shuswap,No Affiliation,Daniels,K.,No
59014,Okanagan--Shuswap,N.D.P.,Fowler,Wayne Alexander,
59014,Okanagan--Shuswap,Liberal,Friesen,Marvin,
59014,Okanagan--Shuswap,Canadian Action Party,Gottlieb,Vera,
59014,Okanagan--Shuswap,Communist,Lethbridge,David,
59014,Okanagan--Shuswap,Canadian Alliance,Stinson,Darrel,
59014,Okanagan--Shuswap,Progressive Conservative,Wardman,Sheila,Marguerite
59015,North Vancouver,Marijuana Party,Audain,Tunya,
59015,North Vancouver,Liberal,Bell,Bill,
59015,North Vancouver,Independent,Collis,Dallas,
59015,North Vancouver,Independent,Corben,Rusty,
59015,North Vancouver,Marxist-Leninist,Hill,Michael,
59015,North Vancouver,Canadian Action Party,Jewell,Diana,
59015,North Vancouver,Progressive Conservative,Putnam,Laurence,
59015,North Vancouver,N.D.P.,Schechter,Sam,
59015,North Vancouver,Canadian Alliance,White,Ted,
59016,Okanagan--Coquihalla,Liberal,Chapman,Tom,
59016,Okanagan--Coquihalla,Canadian Alliance,Day,Stockwell,
59016,Okanagan--Coquihalla,N.D.P.,Ellis,Ken,
59016,Okanagan--Coquihalla,No Affiliation,Harmon,Clay,
59016,Okanagan--Coquihalla,Natural Law Party,Innes,Elizabeth,
59016,Okanagan--Coquihalla,Green Party,Naegel,Harry,
59016,Okanagan--Coquihalla,Marxist-Leninist,O'Donnell,Dorothy-Jean,
59016,Okanagan--Coquihalla,Progressive Conservative,Seiter,Gordon,John
59016,Okanagan--Coquihalla,Canadian Action Party,Taylor,Larry,
59016,Okanagan--Coquihalla,Marijuana Party,Taylor ,Teresa,
59017,Port Moody--Coquitlam--Port Coquitlam,N.D.P.,Arden,Jamie,
59017,Port Moody--Coquitlam--Port Coquitlam,Canadian Action Party,Arlow,Will,
59017,Port Moody--Coquitlam--Port Coquitlam,Marijuana Party,Geddes,Paul,
59017,Port Moody--Coquitlam--Port Coquitlam,Communist,Gidora,George,
59017,Port Moody--Coquitlam--Port Coquitlam,Progressive Conservative,Gluska,Joe,
59017,Port Moody--Coquitlam--Port Coquitlam,Green Party,King,Dave,
59017,Port Moody--Coquitlam--Port Coquitlam,Canadian Alliance,Moore,James,
59017,Port Moody--Coquitlam--Port Coquitlam,Liberal,Sekora,Lou,
59018,Prince George--Bulkley Valley,Green Party,Grogan,John,
59018,Prince George--Bulkley Valley,Canadian Alliance,Harris ,Dick,
59018,Prince George--Bulkley Valley,Marxist-Leninist,MacKay,David,
59018,Prince George--Bulkley Valley,Progressive Conservative,Ray,Oliver,William
59018,Prince George--Bulkley Valley,Liberal,Townsend,Jeannette,
59018,Prince George--Bulkley Valley,No Affiliation,Van der Woude,John,
59018,Prince George--Bulkley Valley,N.D.P.,Walsh,Mark,
59018,Prince George--Bulkley Valley,Canadian Action Party,Woodrow,Suzanne,
59019,Prince George--Peace River,Progressive Conservative,Christiansen,Jan,
59019,Prince George--Peace River,Green Party,Crowley,Hilary,
59019,Prince George--Peace River,Canadian Action Party,Dunbar,Henry,A.
59019,Prince George--Peace River,Canadian Alliance,Hill,Jay,
59019,Prince George--Peace River,N.D.P.,Nelson,Lenart,
59019,Prince George--Peace River,Marxist-Leninist,Nicholson,Colby,
59019,Prince George--Peace River,Liberal,Thorpe,Arleene,
59020,Richmond,Liberal,Chan,Raymond,
59020,Richmond,Green Party,Hudson,Kevan,
59020,Richmond,Natural Law Party,McClement,Kathy,
59020,Richmond,N.D.P.,Paquette,Gail,
59020,Richmond,Canadian Alliance,Peschisolido,Joe,
59020,Richmond,Marxist-Leninist,Petersen,Edith,
59020,Richmond,Progressive Conservative,Tofin,Frank,Peter
59021,Saanich--Gulf Islands,Green Party,Du Temple,Wally,
59021,Saanich--Gulf Islands,Liberal,Knott,Karen,
59021,Saanich--Gulf Islands,Natural Law Party,Lapeyrouse,Kathleen,
59021,Saanich--Gulf Islands,Canadian Alliance,Lunn,Gary,
59021,Saanich--Gulf Islands,No Affiliation,Moreau,Dan,
59021,Saanich--Gulf Islands,N.D.P.,O'Neill,Pat,
59021,Saanich--Gulf Islands,Progressive Conservative,Page,Don,
59021,Saanich--Gulf Islands,Communist,Stimac,Charley,
59022,Skeena,Green Party,Benham,Roger,Colin
59022,Skeena,Natural Law Party,Brown,Cliff,
59022,Skeena,Canadian Alliance,Burton,Andy,
59022,Skeena,Progressive Conservative,Glowinski,Devin,Lee
59022,Skeena,N.D.P.,Guno,Larry,
59022,Skeena,No Affiliation,Joseph,George,
59022,Skeena,Liberal,Witherly,Rhoda,
59023,South Surrey--White Rock--Langley,Marijuana Party,Becker,Mavis,Louise
59023,South Surrey--White Rock--Langley,Liberal,Brooks,Bill,
59023,South Surrey--White Rock--Langley,Green Party,Chitty,Steve,
59023,South Surrey--White Rock--Langley,Progressive Conservative,Johnston,Alistair,
59023,South Surrey--White Rock--Langley,Canadian Alliance,Meredith,Val,
59023,South Surrey--White Rock--Langley,Natural Law Party,Quance,Daphne,
59023,South Surrey--White Rock--Langley,N.D.P.,Todd,Matt,
59024,Surrey Central,Progressive Conservative,Baxter,Dan,
59024,Surrey Central,Communist,Daudharia,Harjit,
59024,Surrey Central,N.D.P.,Goy,Dan ,
59024,Surrey Central,Canadian Alliance,Grewal,Gurmant,
59024,Surrey Central,Green Party,Walters,David,
59024,Surrey Central,Liberal,Warkentin,Peter,
59025,Surrey North,Canadian Alliance,Cadman,Chuck,
59025,Surrey North,Communist,Campbell,Tyler,
59025,Surrey North,Progressive Conservative,Faichuk,Dareck
59025,Surrey North,No Affiliation,Herwig,Gerhard
59025,Surrey North,N.D.P.,Hildebrant,Art
59025,Surrey North,Green Party,Lutes,Brian
59025,Surrey North,Liberal,Purewal,Shinder
59026,Vancouver Centre,Communist,Cariou,Kimball
59026,Vancouver Centre,Marijuana Party,Emery,Marc
59026,Vancouver Centre,Liberal,Fry,Hedy
59026,Vancouver Centre,Green Party,Hamilton,Jamie-Lee
59026,Vancouver Centre,Canadian Action Party,Jewell,Jeff
59026,Vancouver Centre,Progressive Conservative,Johnson,Lee
59026,Vancouver Centre,Natural Law Party,Laporte,Valerie
59026,Vancouver Centre,Canadian Alliance,Mortimer,John
59026,Vancouver Centre,N.D.P.,Robertson,Scott
59026,Vancouver Centre,Marxist-Leninist,Theriault,Joseph
59027,Vancouver East,Canadian Action Party,Bacon,Brian
59027,Vancouver East,No Affiliation,Brass,Edna,Mathilda
59027,Vancouver East,N.D.P.,Davies,Libby,
59027,Vancouver East,Natural Law Party,Galte,Rosemary,F.
59027,Vancouver East,No Affiliation,Kieler,Gloria,Anne
59027,Vancouver East,Liberal,Loh,Mason,
59027,Vancouver East,Marijuana Party,Malmo-Levine,David,
59027,Vancouver East,Canadian Alliance,Vetro,Sal,
59027,Vancouver East,Progressive Conservative,Walsh,Michael,
59027,Vancouver East,Green Party,White,Kelly,Elizabeth
59028,Vancouver Island North,Canadian Alliance,Duncan,John,
59028,Vancouver Island North,Marxist-Leninist,East,Jack,
59028,Vancouver Island North,No Affiliation,Krell,John,
59028,Vancouver Island North,Natural Law Party,More,Nancy,
59028,Vancouver Island North,Green Party,Munroe,Pam,
59028,Vancouver Island North,Liberal,Smith,Daniel,P.
59028,Vancouver Island North,Progressive Conservative,Tingley,David,R.
59028,Vancouver Island North,N.D.P.,Turner,Alex
59029,Vancouver Kingsway,Canadian Action Party,Fogal,Connie
59029,Vancouver Kingsway,Liberal,Leung,Sophia
59029,Vancouver Kingsway,Communist,Patterson,Elwyn
59029,Vancouver Kingsway,Marxist-Leninist,Petersen,Donna
59029,Vancouver Kingsway,Green Party,Petrik,Phillip
59029,Vancouver Kingsway,Canadian Alliance,Wong,Alice
59029,Vancouver Kingsway,Progressive Conservative,Wong,Kanman
59029,Vancouver Kingsway,N.D.P.,Wong,Victor
59030,Vancouver Quadra,Natural Law Party,Beck,Steven
59030,Vancouver Quadra,Progressive Conservative,Clarke,Bill
59030,Vancouver Quadra,Canadian Alliance,Findlay,Kerry-Lynne
59030,Vancouver Quadra,Marxist-Leninist,Jamieson,Anne
59030,Vancouver Quadra,Liberal,Owen,Stephen
59030,Vancouver Quadra,Canadian Action Party,Shaw,Chris
59030,Vancouver Quadra,Green Party,Warkentin,Doug
59030,Vancouver Quadra,N.D.P.,Woodcock,Loretta,
59031,Vancouver South--Burnaby,Marxist-Leninist,Boylan,Charles,
59031,Vancouver South--Burnaby,No Affiliation,Chang,Michelle,Jasmine
59031,Vancouver South--Burnaby,Liberal,Dhaliwal,Herb,
59031,Vancouver South--Burnaby,N.D.P.,Hardin,Herschel,
59031,Vancouver South--Burnaby,Canadian Alliance,Jack,Ron,
59031,Vancouver South--Burnaby,Independent,O'Keefe,Derrick,
59031,Vancouver South--Burnaby,Natural Law Party,Pabbies,Prince,
59031,Vancouver South--Burnaby,Green Party,Popat,Imtiaz,
59031,Vancouver South--Burnaby,Canadian Action Party,Sealey,Adam,
59031,Vancouver South--Burnaby,Progressive Conservative,Tidball,Dan,
59032,Victoria,Liberal,Anderson,David,
59032,Victoria,Marijuana Party,Beyer,Chuck,
